Division Name,Promo Name,Bill No,Barcode,Article Name,Section Name,Site Name,Bill Date,Category Name2,Category Name1,Category Name4,Department Name,MRP,HSN Code,Short Name,Qty,Sale MRP,Selling Amt,Tax Amount,Tax Percent,Taxable Amount,Vendor Name,Sales Type,Partner Name,City,Discount Amount,ASM,Site Short Name,Color
NSM,"",B44/FCM/20489/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - SCCM,2026-03-20 20:18:31,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0167,PAPER BAG
Footwear,"",B44/FCM/20489/Mar/26,197976088153,229139-WMLT,Mens,V S CORP - SCCM,2026-03-20 20:18:31,9,SANDAL,CF SS25,Performance,6499,64029990,HYPER SLIDE - SIMPLEX 2,1,6499.00,6499.00,991.38,18.00,5507.62,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0167,WHITE/MULTI
Footwear,"",B44/FCM/20490/Mar/26,198376319304,216559-BKGY,Mens,V S CORP - SCCM,2026-03-20 20:24:43,7,SHOE,AW 2024,Performance,7999,64041190,GO WALK 7 - HAHN,1,7999.00,7999.00,1220.18,18.00,6778.82,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0167,BLACK/GRAY
Footwear,"",B44/FCM/20490/Mar/26,198739676365,125507-PKMT,Womens,V S CORP - SCCM,2026-03-20 20:24:43,8,SHOE,AW 2025,Performance,7499,64041990,GO WALK FLEX - NOVA,1,7499.00,7499.00,1143.92,18.00,6355.08,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0167,PINK/MULTI
NSM,"",B44/FCM/20490/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - SCCM,2026-03-20 20:24:43,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,2,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0167,PAPER BAG
Apparel,"",B44/FCM/20491/Mar/26,820797001314,TP0293ID-RNVL,Mens,V S CORP - SCCM,2026-03-20 20:31:07,2XL,POLO,SS 2026,Performance,999,61052010,MI IPL FAN JERSEY - 2026,1,999.00,999.00,47.58,5.00,951.42,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0167,ROYAL/NAVY/LIME
NSM,"",B44/FCM/20491/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - SCCM,2026-03-20 20:31:07,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0167,PAPER BAG
Footwear,PEAW25ML120326FTWOSL50,B44/FCM/20491/Mar/26,197627310589,253007-WBRD,Mens,V S CORP - SCCM,2026-03-20 20:31:07,14,SHOE,AW 2024,Go Basketball,17999,64029990,SKX RESAGRIP,1,17999.00,8999.50,1372.80,18.00,7626.70,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0167,WHITE/BLACK/RED
NSM,"",B44/FCM/20492/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - SCCM,2026-03-20 20:34:35,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0167,PAPER BAG
Footwear,"",B44/FCM/20492/Mar/26,198739773170,233110-WBK,Mens,V S CORP - SCCM,2026-03-20 20:34:35,10,SHOE,SS 2026,Sports,8999,64041990,ARCH FIT GLIDE-STEP PRO,1,8999.00,8999.00,1372.72,18.00,7626.28,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0167,WHITE BLACK
Accessories,"",B44/FCM/20492/Mar/26,196642364799,S20041ID-WNVG,Mens,V S CORP - SCCM,2026-03-20 20:34:35,L,SOCKS,SS 2022,Performance,749,61159600,3PK MENS 1/2 TERRY LOW CU,1,749.00,749.00,35.66,5.00,713.34,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0167,WHT/NAVY/GRAY
Apparel,8. Ded..,B44/FCM/20493/Mar/26,197976158658,TS0012ID-TURQ,Mens,V S CORP - SCCM,2026-03-20 20:35:34,XL,T-SHIRTS,AW 2024,Performance,1699,61103010,SS LARGE PERFORATED TEE,1,1699.00,1597.06,76.06,5.00,1521.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0167,TURQUOISE
NSM,"",B44/FCM/20493/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - SCCM,2026-03-20 20:35:34,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,2,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0167,PAPER BAG
Apparel,8. Ded..,B44/FCM/20493/Mar/26,199025719810,TS0192ID-TPBL,Mens,V S CORP - SCCM,2026-03-20 20:35:34,L,POLO,AW 2025,Performance,1299,61103010,SKECHERS NEWSPRINT LOGO T,1,1299.00,1221.06,58.14,5.00,1162.92,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0167,TAUPE/BLUE
Footwear,"",B44/FCM/20494/Mar/26,199025477604,111059ID-DKTP,Womens,V S CORP - SCCM,2026-03-20 20:40:09,7,SLIPPER,CF AW25,FOAMIES,3499,64029990,CALI BREEZE 2.0,1,3499.00,3499.00,533.74,18.00,2965.26,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0167,DARK TAUPE
NSM,"",B44/FCM/20494/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - SCCM,2026-03-20 20:40:09,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,2,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0167,PAPER BAG
Accessories,"",B44/FCM/20494/Mar/26,199025035286,Z20106ID-BKNV,Mens,V S CORP - SCCM,2026-03-20 20:40:09,L,SOCKS,SS 2025,Lifestyle,549,61159500,3PK M STRIPED NON TERRY A,1,549.00,549.00,26.14,5.00,522.86,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0167,BLACK/NAVY
Footwear,SS26Fest190326FTW-ML,B44/FCM/20494/Mar/26,198739768312,220624-NVY,Mens,V S CORP - SCCM,2026-03-20 20:40:09,8,SHOE,AW 2025,Performance,7999,64041990,MAX CUSHIONING ENDEAVOUR,1,7999.00,6399.20,976.14,18.00,5423.06,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0167,NAVY
Accessories,"",B44/FCM/20494/Mar/26,199025035279,Z20105ID-BCBL,Mens,V S CORP - SCCM,2026-03-20 20:40:09,L,SOCKS,SS 2025,Lifestyle,599,61159500,3PK M AOP NON TERRY ANKLE,1,599.00,599.00,28.52,5.00,570.48,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0167,BLACK/CHARCOAL/BLUE
NSM,"",B44/FCM/20495/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - SCCM,2026-03-20 21:01:01,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0167,PAPER BAG
Accessories,"",B44/FCM/20495/Mar/26,199025035293,Z20091ID-OLBK,Mens,V S CORP - SCCM,2026-03-20 21:01:01,L,SOCKS,SS 2025,Lifestyle,549,61159500,3PK MENS CNTRST NON TERRY,1,549.00,549.00,26.14,5.00,522.86,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0167,OLIVE/BLK
Footwear,SS26Fest190326FTW-ML,B44/FCM/20496/Mar/26,198376367671,129400-LAV,Womens,V S CORP - SCCM,2026-03-20 21:06:36,7,SHOE,SS 2025,Performance,10999,64041190,MAX CUSHIONING GLIDE-STEP,1,10999.00,8799.20,1342.26,18.00,7456.94,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0167,LAVENDER
NSM,"",B44/FCM/20496/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - SCCM,2026-03-20 21:06:36,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0167,PAPER BAG
Footwear,PEAW25ML120326FTW2299,B44/FCM/20497/Mar/26,199252383792,896458ID-LTMV,Womens,V S CORP - SCCM,2026-03-20 21:13:23,8,SLIPPER,SS 2026,MODERN COMFORT,2299,64041990,ULTRA FLEX,1,2299.00,2299.00,109.48,5.00,2189.52,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0167,LIGHT MAUVE
NSM,"",B44/FCM/20498/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - SCCM,2026-03-20 21:14:20,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0167,PAPER BAG
Footwear,"",B44/FCM/20498/Mar/26,198739852868,216777-CCRD,Mens,V S CORP - SCCM,2026-03-20 21:14:20,11,SHOE,AW 2025,Performance,7499,64041990,GO WALK 8 - GABE,1,7499.00,7499.00,1143.92,18.00,6355.08,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0167,CHARCOAL/RED
Footwear,PEAW25ML120326FTW2599,B44/FCM/20499/Mar/26,197976801547,49481ID-ROS,Womens,V S CORP - SCCM,2026-03-20 21:16:27,7,SHOE,SS 2024,MODERN COMFORT,3999,64041990,SEAGER,1,3999.00,2599.00,123.76,5.00,2475.24,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0167,ROSE
NSM,"",B44/FCM/20499/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - SCCM,2026-03-20 21:16:27,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0167,PAPER BAG
Footwear,PEAW25ML120326FTW1599,B44/FCM/20500/Mar/26,198376333966,896298ID-MNT,Womens,V S CORP - SCCM,2026-03-20 21:23:26,8,SLIDE,AW 2024,CALI,2499,64029990,SIDE LINES 2,1,2499.00,1599.00,76.14,5.00,1522.86,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0167,MINT
NSM,"",B44/FCM/20500/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - SCCM,2026-03-20 21:23:26,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0167,PAPER BAG
Footwear,"",B44/FCM/20500/Mar/26,195969970096,140460-LTPK,Womens,V S CORP - SCCM,2026-03-20 21:23:26,7,SLIPPER,CF SS24,Performance,6499,64029990,HYPER SLIDE,1,6499.00,6499.00,991.38,18.00,5507.62,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0167,LT.PINK
NSM,"",B44/FCM/20501/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - SCCM,2026-03-20 21:26:40,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0167,PAPER BAG
Footwear,PEAW25ML120326FTW2599,B44/FCM/20501/Mar/26,197976801301,237188ID-WNVR,Mens,V S CORP - SCCM,2026-03-20 21:26:40,8,SHOE,SS 2024,Court Classics,4999,64029990,SPORT COURT 92,1,4999.00,2599.00,123.76,5.00,2475.24,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0167,WHITE/NAVY/RED
Footwear,"",B44/FCM/20502/Mar/26,199703520868,894623ID-CCOR,Mens,V S CORP - SCCM,2026-03-20 21:30:31,8,SLIPPER,CF AW23,Performance,2599,64029990,ON-THE-GO 400,1,2599.00,2599.00,123.76,5.00,2475.24,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0167,CHARCOAL/ORANGE
NSM,"",B44/FCM/20502/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - SCCM,2026-03-20 21:30:31,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0167,PAPER BAG
NSM,"",B44/FCM/20503/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - SCCM,2026-03-20 21:39:08,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,2,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0167,PAPER BAG
Footwear,"",B44/FCM/20503/Mar/26,199025961370,216812-DKTP,Mens,V S CORP - SCCM,2026-03-20 21:39:08,10,SHOE,AW 2025,Performance,9999,64041990,GO WALK ARCH FIT 2.0,1,9999.00,9999.00,1525.28,18.00,8473.72,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Hyderabad,0.00,Kailash -South/Ajay Bahadur,MFN0167,DARK TAUPE
NSM,"",B69/FCM/07614/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - VIZAG,2026-03-20 11:13:28,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Visakhapatnam,0.00,Kailash -South/Ajay Bahadur,MFN0154,PAPER BAG
Footwear,"",B69/FCM/07614/Mar/26,198739995350,216783-BBK,Mens,V S CORP - VIZAG,2026-03-20 11:13:28,10,SHOE,AW 2025,Performance,8999,64041990,GO WALK 8 - PATE,1,8999.00,8999.00,1372.72,18.00,7626.28,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Visakhapatnam,0.00,Kailash -South/Ajay Bahadur,MFN0154,BLACK
Footwear,"",B69/FCM/07615/Mar/26,199025377461,216812-NVGY,Mens,V S CORP - VIZAG,2026-03-20 11:18:28,10,SHOE,AW 2025,Performance,9999,64041990,GO WALK ARCH FIT 2.0,1,9999.00,9999.00,1525.28,18.00,8473.72,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Visakhapatnam,0.00,Kailash -South/Ajay Bahadur,MFN0154,NAVY/GRAY
NSM,"",B69/FCM/07615/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - VIZAG,2026-03-20 11:18:28,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Visakhapatnam,0.00,Kailash -South/Ajay Bahadur,MFN0154,PAPER BAG
NSM,"",B69/FCM/07616/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - VIZAG,2026-03-20 11:58:06,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Visakhapatnam,0.00,Kailash -South/Ajay Bahadur,MFN0154,PAPER BAG
Accessories,"",B69/FCM/07616/Mar/26,199025035279,Z20105ID-BCBL,Mens,V S CORP - VIZAG,2026-03-20 11:58:06,L,SOCKS,SS 2025,Lifestyle,599,61159500,3PK M AOP NON TERRY ANKLE,1,599.00,599.00,28.52,5.00,570.48,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Visakhapatnam,0.00,Kailash -South/Ajay Bahadur,MFN0154,BLACK/CHARCOAL/BLUE
Footwear,SS26Fest190326FTW-ML,B69/FCM/07616/Mar/26,197976055636,183140-BKRD,Mens,V S CORP - VIZAG,2026-03-20 11:58:06,11,SHOE,SS 2025,Street,7999,64039990,UNO COURT - LOW-POST,1,7999.00,6399.20,976.14,18.00,5423.06,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Visakhapatnam,0.00,Kailash -South/Ajay Bahadur,MFN0154,BLACK/RED
NSM,"",B69/FCM/07617/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - VIZAG,2026-03-20 12:06:58,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Visakhapatnam,0.00,Kailash -South/Ajay Bahadur,MFN0154,PAPER BAG
Footwear,"",B69/FCM/07617/Mar/26,196989485195,232459-TPE,Mens,V S CORP - VIZAG,2026-03-20 12:06:58,11,SHOE,FCF AW24,Sports,7999,64041990,BOUNDER 2.0 - EMERGED,1,7999.00,7999.00,1220.18,18.00,6778.82,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Visakhapatnam,0.00,Kailash -South/Ajay Bahadur,MFN0154,TAUPE
Footwear,"",B69/FCM/07618/Mar/26,198376460549,216411-BBK,Mens,V S CORP - VIZAG,2026-03-20 12:21:32,10,SHOE,CF SS25,Performance,11999,64041990,GO WALK MASSAGE FIT-CURRE,1,11999.00,11999.00,1830.36,18.00,10168.64,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Visakhapatnam,0.00,Kailash -South/Ajay Bahadur,MFN0154,BLACK
NSM,"",B69/FCM/07618/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - VIZAG,2026-03-20 12:21:32,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Visakhapatnam,0.00,Kailash -South/Ajay Bahadur,MFN0154,PAPER BAG
NSM,"",B69/FCM/07619/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - VIZAG,2026-03-20 12:22:40,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Visakhapatnam,0.00,Kailash -South/Ajay Bahadur,MFN0154,PAPER BAG
Footwear,"",B69/FCM/07619/Mar/26,199025377447,216812-NVGY,Mens,V S CORP - VIZAG,2026-03-20 12:22:40,9,SHOE,AW 2025,Performance,9999,64041990,GO WALK ARCH FIT 2.0,1,9999.00,9999.00,1525.28,18.00,8473.72,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Visakhapatnam,0.00,Kailash -South/Ajay Bahadur,MFN0154,NAVY/GRAY
Accessories,"",B69/FCM/07619/Mar/26,199025035330,Z20095ID-NVGW,Mens,V S CORP - VIZAG,2026-03-20 12:22:40,L,SOCKS,SS 2025,Lifestyle,699,61159910,3pk Men Non Terry Bamboo,1,699.00,699.00,33.28,5.00,665.72,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Visakhapatnam,0.00,Kailash -South/Ajay Bahadur,MFN0154,NVY/GRY/WHT
Footwear,"",B69/FCM/07620/Mar/26,198376597368,117660-WHT,Womens,V S CORP - VIZAG,2026-03-20 12:57:24,10,SHOE,SS 2026,BOB S,5999,64029990,BOBS ARC WAVES 2.0-NOW I,1,5999.00,5999.00,915.10,18.00,5083.90,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Visakhapatnam,0.00,Kailash -South/Ajay Bahadur,MFN0154,WHITE
NSM,"",B69/FCM/07620/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - VIZAG,2026-03-20 12:57:24,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Visakhapatnam,0.00,Kailash -South/Ajay Bahadur,MFN0154,PAPER BAG
Accessories,"",B69/FCM/07621/Mar/26,199252095244,Z20118ID-TNBK,Unisex,V S CORP - VIZAG,2026-03-20 14:14:09,L,SOCKS,AW 2025,Lifestyle,499,61159500,3pk Men Structurd Rib Hlf,1,499.00,499.00,23.76,5.00,475.24,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Visakhapatnam,0.00,Kailash -South/Ajay Bahadur,MFN0154,TAN/BLACK
NSM,"",B69/FCM/07621/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - VIZAG,2026-03-20 14:14:09,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Visakhapatnam,0.00,Kailash -South/Ajay Bahadur,MFN0154,PAPER BAG
Footwear,SS26Fest190326FTW-ML,B69/FCM/07621/Mar/26,197627621807,125219-NVY,Womens,V S CORP - VIZAG,2026-03-20 14:14:09,7,SHOE,AW 2024,Performance,7999,64041990,GO WALK 7 - SPRINGTIME,1,7999.00,6399.20,976.14,18.00,5423.06,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Visakhapatnam,0.00,Kailash -South/Ajay Bahadur,MFN0154,NAVY
Footwear,"",B69/FCM/07622/Mar/26,196989861852,246021-OLV,Mens,V S CORP - VIZAG,2026-03-20 15:54:09,11,SLIPPER,CF SS24,Performance,6499,64029990,HYPER SLIDE - SIMPLEX,1,6499.00,6499.00,991.38,18.00,5507.62,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Visakhapatnam,0.00,Kailash -South/Ajay Bahadur,MFN0154,OLIVE
NSM,"",B69/FCM/07622/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - VIZAG,2026-03-20 15:54:09,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,2,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Visakhapatnam,0.00,Kailash -South/Ajay Bahadur,MFN0154,PAPER BAG
NSM,"",B69/FCM/07623/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - VIZAG,2026-03-20 17:07:21,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Visakhapatnam,0.00,Kailash -South/Ajay Bahadur,MFN0154,PAPER BAG
Footwear,"",B69/FCM/07623/Mar/26,195969970119,140460-LTPK,Womens,V S CORP - VIZAG,2026-03-20 17:07:21,9,SLIPPER,CF SS24,Performance,6499,64029990,HYPER SLIDE,1,6499.00,6499.00,991.38,18.00,5507.62,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Visakhapatnam,0.00,Kailash -South/Ajay Bahadur,MFN0154,LT.PINK
NSM,"",B69/FCM/07624/Mar/26,75034389302Z,Z3PAPER-AST,POS,V S CORP - VIZAG,2026-03-20 17:56:40,Z3,CARRY BAG,SS 2018,CARRY BAGS,0,48194000,PAPER CARRY BAG Z3,1,0.00,0.00,0.00,18.00,0.00,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Visakhapatnam,0.00,Kailash -South/Ajay Bahadur,MFN0154,PAPER BAG
Footwear,"",B69/FCM/07624/Mar/26,198376414566,220615-CHAR,Mens,V S CORP - VIZAG,2026-03-20 17:56:40,11,SHOE,CF AW25,Performance,8999,64041190,MAX CUSHIONING ENDEAVOUR,1,8999.00,8999.00,1372.72,18.00,7626.28,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Visakhapatnam,0.00,Kailash -South/Ajay Bahadur,MFN0154,CHARCOAL
Accessories,"",B69/FCM/07625/Mar/26,199025035293,Z20091ID-OLBK,Mens,V S CORP - VIZAG,2026-03-20 18:06:46,L,SOCKS,SS 2025,Lifestyle,549,61159500,3PK MENS CNTRST NON TERRY,1,549.00,549.00,26.14,5.00,522.86,SKECHERS SOUTH ASIA PVT LTD - NDC WH,SALE,V S CORP,Visakhapatnam,0.00,Kailash -South/Ajay Bahadur,MFN0154,OLIVE/BLK
